ステップ,荷重0,変位計1,変位計2,変位計3,変位計4,変位計5,変位計6,変位計7,変位計8,変位計9,変位計10,変位計11,変位計12,変位計13,荷重14,日時,分秒,,,γ1-2,PS1C1,,,AS1C1,,変位計1
785,43.8,83.24,1.61,0.02,-0.03,3,-1.16,-1.04,1.17,0,0,0,78.5,9.5,0,1817,3120,,0.034074074,0.033661856,43.8,,,,,-8.14,83.24
786,41.8,82.37,1.63,0.01,-0.02,2.97,-1.2,-1.03,1.16,0,0,0,77.5,9,0,1817,3121,,0.03382716,0.033294845,41.8,,,,,-9.01,82.37
787,42.4,81.54,1.62,0.02,-0.02,2.92,-1.2,-1.02,1.14,0,0,0,76.5,9,0,1817,3122,,0.033333333,0.032956701,42.4,,,,,-9.84,81.54
788,39.2,80.74,1.62,0.02,-0.03,2.87,-1.21,-1.02,1.12,0,0,0,76,9,0,1817,3124,,0.03308642,0.032626804,39.2,,,,,-10.64,80.74
789,39.4,79.88,1.61,0.01,-0.02,2.84,-1.21,-1.02,1.11,0,0,0,74,9,0,1817,3125,,0.032098765,0.032276289,39.4,,,,,-11.5,79.88
790,37.2,79.11,1.59,0,-0.04,2.8,-1.21,-1.01,1.09,0,0,0,74.5,9,0,1817,3127,,0.032345679,0.03196701,37.2,,,,,-12.27,79.11
791,35.2,78.26,1.61,0.01,-0.03,2.76,-1.26,-0.99,1.08,0,0,0,73,8.5,0,1817,3128,,0.031851852,0.031608247,35.2,,,,,-13.12,78.26
792,35.4,77.39,1.58,0.01,-0.03,2.72,-1.25,-1,1.06,0,0,0,72.5,9,0,1817,3129,,0.031358025,0.031261856,35.4,,,,,-13.99,77.39
793,33.6,76.52,1.5,0.01,-0.03,2.67,-1.26,-1,1.04,0,0,0,71.5,9,0,1817,3131,,0.030864198,0.030936082,33.6,,,,,-14.86,76.52
794,31.2,75.66,1.52,0.02,-0.04,2.62,-1.26,-0.98,1.02,0,0,0,71,9,0,1817,3132,,0.030617284,0.030573196,31.2,,,,,-15.72,75.66
795,31.4,74.8,1.49,0.01,-0.04,2.58,-1.26,-0.98,1.01,0,0,0,70.5,8.5,0,1817,3134,,0.030617284,0.030230928,31.4,,,,,-16.58,74.8
796,30.2,73.16,1.49,0.01,-0.04,2.5,-1.3,-0.97,0.97,0,0,0,68.5,8.5,0,1817,3136,,0.02962963,0.029554639,30.2,,,,,-18.22,73.16
797,29.2,72.3,1.52,0.01,-0.04,2.44,-1.31,-0.97,0.96,0,0,0,67,8,0,1817,3138,,0.029135802,0.029187629,29.2,,,,,-19.08,72.3
798,27.6,71.44,1.51,0.01,-0.03,2.4,-1.3,-0.96,0.94,0,0,0,66.5,8,0,1817,3139,,0.028888889,0.028837113,27.6,,,,,-19.94,71.44
799,26,70.59,1.5,0.01,-0.04,2.37,-1.31,-0.94,0.92,0,0,0,66,8.5,0,1817,3140,,0.028395062,0.028490722,26,,,,,-20.79,70.59
800,25.8,69.82,1.49,0,-0.03,2.33,-1.31,-0.94,0.91,0,0,0,65,8,0,1817,3142,,0.028148148,0.02817732,25.8,,,,,-21.56,69.82
801,24.2,68.95,1.46,0.01,-0.04,2.29,-1.3,-0.93,0.9,0,0,0,65,8,0,1817,3143,,0.028148148,0.027830928,24.2,,,,,-22.43,68.95
802,23,68.19,1.4,0.01,-0.03,2.25,-1.34,-0.93,0.88,0,0,0,64,7.5,0,1817,3144,,0.027901235,0.027542268,23,,,,,-23.19,68.19
803,23.2,67.41,1.39,0.01,-0.04,2.21,-1.33,-0.92,0.88,0,0,0,63.5,8,0,1817,3146,,0.027407407,0.027224742,23.2,,,,,-23.97,67.41
804,22.4,66.55,1.39,0.02,-0.03,2.16,-1.34,-0.92,0.85,0,0,0,62.5,7.5,0,1817,3147,,0.027160494,0.026870103,22.4,,,,,-24.83,66.55
805,19.8,65.69,1.4,0.01,-0.03,2.12,-1.34,-0.92,0.82,0,0,0,61,7,0,1817,3148,,0.026666667,0.02651134,19.8,,,,,-25.69,65.69
806,19.4,64.92,1.4,0.01,-0.04,2.08,-1.34,-0.91,0.82,0,0,0,61,7,0,1817,3150,,0.026666667,0.026193814,19.4,,,,,-26.46,64.92
807,18.2,64.15,1.41,0.01,-0.05,2.04,-1.34,-0.9,0.8,0,0,0,59.5,7,0,1817,3151,,0.025925926,0.025872165,18.2,,,,,-27.23,64.15
808,17.2,63.3,1.4,0.02,-0.03,2.01,-1.36,-0.89,0.79,0,0,0,59,7,0,1817,3152,,0.025679012,0.025525773,17.2,,,,,-28.08,63.3
809,18.6,62.42,1.3,0.01,-0.03,1.96,-1.36,-0.88,0.78,0,0,0,57.5,6.5,0,1817,3154,,0.025185185,0.025204124,18.6,,,,,-28.96,62.42
810,15.4,61.64,1.28,0.01,-0.04,1.91,-1.35,-0.88,0.76,0,0,0,58,7,0,1817,3155,,0.025185185,0.024890722,15.4,,,,,-29.74,61.64
811,14.4,60.78,1.29,0,-0.04,1.88,-1.36,-0.86,0.75,0,0,0,57,7,0,1817,3156,,0.024691358,0.024531959,14.4,,,,,-30.6,60.78
812,14.2,59.92,1.28,0.01,-0.04,1.84,-1.31,-0.86,0.73,0,0,0,55,6.5,0,1817,3158,,0.023950617,0.024181443,14.2,,,,,-31.46,59.92
813,14,59.05,1.31,0.01,-0.03,1.8,-1.31,-0.85,0.72,0,0,0,54.5,6.5,0,1817,3159,,0.023703704,0.023810309,14,,,,,-32.33,59.05
814,13.2,58.28,1.27,0.01,-0.04,1.75,-1.31,-0.84,0.7,0,0,0,54.5,6,0,1817,3200,,0.023950617,0.023509278,13.2,,,,,-33.1,58.28
815,12.8,57.42,1.29,0.01,-0.01,1.7,-1.31,-0.83,0.7,0,0,0,53,5.5,0,1817,3202,,0.02345679,0.023146392,12.8,,,,,-33.96,57.42
816,12,56.55,1.21,0.01,-0.03,1.67,-1.3,-0.83,0.68,0,0,0,52.5,6,0,1817,3203,,0.022962963,0.022820619,12,,,,,-34.83,56.55
817,10.4,55.72,1.19,0.01,-0.03,1.63,-1.27,-0.82,0.68,0,0,0,51.5,5,0,1817,3205,,0.022962963,0.022486598,10.4,,,,,-35.66,55.72
818,10.4,54.91,1.21,0.02,-0.03,1.58,-1.23,-0.81,0.65,0,0,0,51,5.5,0,1817,3206,,0.022469136,0.02214433,10.4,,,,,-36.47,54.91
819,9.6,54.12,1.19,0.02,-0.01,1.56,-1.21,-0.81,0.63,0,0,0,49.5,5.5,0,1817,3207,,0.021728395,0.021826804,9.6,,,,,-37.26,54.12
820,10,53.19,1.2,0.02,-0.03,1.51,-1.19,-0.8,0.62,0,0,0,49,5.5,0,1817,3209,,0.021481481,0.021439175,10,,,,,-38.19,53.19
821,7.8,52.4,1.19,0.01,-0.02,1.46,-1.18,-0.8,0.61,0,0,0,48,5.5,0,1817,3210,,0.020987654,0.021117526,7.8,,,,,-38.98,52.4
822,6.6,51.54,1.1,0.02,-0.04,1.43,-1.18,-0.79,0.6,0,0,0,47,5.5,0,1817,3211,,0.020493827,0.0208,6.6,,,,,-39.84,51.54
823,6.2,50.68,1.08,0.01,-0.04,1.39,-1.17,-0.79,0.57,0,0,0,46.5,5.5,0,1817,3213,,0.020246914,0.020453608,6.2,,,,,-40.7,50.68
824,6.4,49.9,1.09,0.01,-0.04,1.35,-1.15,-0.79,0.56,0,0,0,45,5,0,1817,3214,,0.019753086,0.020127835,6.4,,,,,-41.48,49.9
825,5.4,49.03,1.08,0.01,-0.04,1.31,-1.14,-0.76,0.54,0,0,0,45,5.5,0,1817,3215,,0.019506173,0.019773196,5.4,,,,,-42.35,49.03
826,4.8,48.26,1.01,0.01,-0.03,1.27,-1.14,-0.76,0.53,0,0,0,44,5,0,1817,3217,,0.019259259,0.019484536,4.8,,,,,-43.12,48.26
827,2.8,47.49,0.99,0.01,0,1.24,-1.11,-0.73,0.51,0,0,0,43.5,5.5,0,1817,3218,,0.018765432,0.019175258,2.8,,,,,-43.89,47.49
828,3.4,46.7,0.98,0.01,-0.04,1.19,-1.12,-0.74,0.49,0,0,0,42,4.5,0,1817,3219,,0.018518519,0.018853608,3.4,,,,,-44.68,46.7
829,3.8,45.93,0.98,0,-0.04,1.15,-1.1,-0.73,0.47,0,0,0,42,4.5,0,1817,3221,,0.018518519,0.018536082,3.8,,,,,-45.45,45.93
830,2,45.16,0.83,0.01,-0.04,1.12,-1.11,-0.72,0.45,0,0,0,41,4.5,0,1817,3222,,0.018024691,0.018280412,2,,,,,-46.22,45.16
831,1.6,44.3,0.87,0.01,-0.04,1.08,-1.1,-0.72,0.44,0,0,0,40,4,0,1817,3223,,0.017777778,0.017909278,1.6,,,,,-47.08,44.3
832,1,43.52,0.86,0.02,-0.05,1.03,-1.1,-0.72,0.43,0,0,0,39.5,4,0,1817,3225,,0.017530864,0.017591753,1,,,,,-47.86,43.52
833,1,42.71,0.87,0.01,-0.06,1,-1.07,-0.7,0.4,0,0,0,39,4,0,1817,3226,,0.017283951,0.017253608,1,,,,,-48.67,42.71
834,-0.2,41.87,0.76,0.02,-0.05,0.96,-1.06,-0.7,0.38,0,0,0,38,4,0,1817,3227,,0.016790123,0.016952577,-0.2,,,,,-49.51,41.87
835,0.4,41.28,0.76,0.01,-0.04,0.94,-1.05,-0.7,0.38,0,0,0,37.5,4,0,1817,3229,,0.01654321,0.016709278,0.4,,,,,-50.1,41.28
836,5.2,41.21,0.8,0.01,-0.01,0.91,0,0,0.36,0,0,0,38,4,0,1817,4404,,0.016790123,0.016663918,5.2,,,,,-50.17,41.21
837,5.2,41.2,0.8,0.01,-0.01,0.9,0,0,0.37,0,0,0,38,4,0,1817,4420,,0.016790123,0.016659794,5.2,,,,,-50.18,41.2
838,7.6,41.62,0.81,0,-0.01,0.91,0,0,0.38,0,0,0,38.5,4.5,0,1817,4422,,0.016790123,0.016828866,7.6,,,,,-49.76,41.62
839,11.2,43.62,0.88,0.01,-0.03,0.94,0,0,0.42,0,0,0,40.5,4.5,0,1817,4426,,0.017777778,0.017624742,11.2,,,,,-47.76,43.62
840,12.8,44.58,0.85,0,-0.01,1,0,0,0.44,0,0,0,41.5,4.5,0,1817,4427,,0.018271605,0.01803299,12.8,,,,,-46.8,44.58
841,13.8,45.36,0.97,0.01,-0.03,1.04,0,0,0.45,0,0,0,42,4.5,0,1817,4428,,0.018518519,0.018305155,13.8,,,,,-46.02,45.36
842,15,46.13,0.97,0,-0.02,1.09,0,0,0.46,0,0,0,43.5,5,0,1817,4430,,0.019012346,0.01862268,15,,,,,-45.25,46.13
843,16,46.91,0.96,0,-0.03,1.12,0,0,0.48,0,0,0,44,5,0,1817,4431,,0.019259259,0.018948454,16,,,,,-44.47,46.91
844,17.2,47.58,0.97,0,-0.02,1.15,0,0,0.5,0,0,0,45,5,0,1817,4432,,0.019753086,0.019220619,17.2,,,,,-43.8,47.58
845,17.8,48.36,1,-0.01,-0.03,1.19,0,0,0.51,0,0,0,45.5,5.5,0,1817,4433,,0.019753086,0.019529897,17.8,,,,,-43.02,48.36
846,19.2,49.22,1.08,0,-0.02,1.24,0,0,0.53,0,0,0,46,5.5,0,1817,4435,,0.02,0.019851546,19.2,,,,,-42.16,49.22
847,20.2,50,1.11,0.02,-0.02,1.29,0,0,0.54,0,0,0,47,5,0,1817,4436,,0.020740741,0.020160825,20.2,,,,,-41.38,50
848,21.8,50.77,1.11,0.01,-0.03,1.33,0,0,0.55,0,0,0,48.5,6,0,1817,4437,,0.020987654,0.020478351,21.8,,,,,-40.61,50.77
849,21.8,51.64,1.1,0,-0.03,1.38,0,0,0.57,0,0,0,49,5.5,0,1817,4439,,0.021481481,0.020841237,21.8,,,,,-39.74,51.64
850,23.8,52.6,1.08,0,-0.02,1.42,0,0,0.58,0,0,0,50,6,0,1817,4440,,0.021728395,0.021245361,23.8,,,,,-38.78,52.6
851,26,53.38,1.08,0,-0.03,1.46,0,0,0.59,0,0,0,50.5,6.5,0,1817,4442,,0.021728395,0.02156701,26,,,,,-38,53.38
852,26.2,54.15,1.07,0.01,-0.03,1.5,0,0,0.6,0,0,0,51,6,0,1817,4443,,0.022222222,0.02188866,26.2,,,,,-37.23,54.15
853,27.8,54.92,1.07,0,-0.03,1.53,0,0,0.62,0,0,0,52,6,0,1817,4444,,0.022716049,0.022206186,27.8,,,,,-36.46,54.92
854,28.6,55.69,1.17,0.01,-0.03,1.57,0,0,0.63,0,0,0,52.5,6,0,1817,4445,,0.022962963,0.022482474,28.6,,,,,-35.69,55.69
855,30.6,56.45,1.16,-0.01,-0.03,1.6,0,0,0.64,0,0,0,53.5,6,0,1817,4447,,0.02345679,0.0228,30.6,,,,,-34.93,56.45
856,31.4,57.23,1.17,0,-0.02,1.66,0,0,0.66,0,0,0,54.5,6.5,0,1817,4448,,0.023703704,0.023117526,31.4,,,,,-34.15,57.23
857,33,57.99,1.2,0.02,-0.03,1.7,0,0,0.67,0,0,0,54.5,6.5,0,1817,4449,,0.023703704,0.023418557,33,,,,,-33.39,57.99
858,33.6,58.76,1.16,-0.01,-0.03,1.73,0,0,0.69,0,0,0,55,6.5,0,1817,4450,,0.023950617,0.023752577,33.6,,,,,-32.62,58.76
859,34.6,59.53,1.17,0,-0.03,1.77,0,0,0.7,0,0,0,56,7,0,1817,4452,,0.024197531,0.024065979,34.6,,,,,-31.85,59.53
860,35.6,60.24,1.2,0.01,-0.04,1.81,0,0,0.71,0,0,0,57,6.5,0,1817,4453,,0.024938272,0.024346392,35.6,,,,,-31.14,60.24
861,36.6,60.99,1.17,0,-0.02,1.84,0,0,0.73,0,0,0,57.5,6.5,0,1817,4454,,0.025185185,0.024668041,36.6,,,,,-30.39,60.99
862,39.2,61.75,1.16,0,-0.03,1.88,0,0,0.74,0,0,0,58,7.5,0,1817,4455,,0.024938272,0.024985567,39.2,,,,,-29.63,61.75
863,39.4,62.52,1.16,-0.01,-0.04,1.93,0,0,0.76,0,0,0,59,7,0,1817,4457,,0.025679012,0.025303093,39.4,,,,,-28.86,62.52
864,40.2,63.3,1.16,0,-0.04,1.96,0,0,0.76,0,0,0,60,7.5,0,1817,4458,,0.025925926,0.025624742,40.2,,,,,-28.08,63.3
865,41.4,64.06,1.15,0,-0.04,1.99,0,0,0.78,0,0,0,60.5,8,0,1817,4459,,0.025925926,0.025942268,41.4,,,,,-27.32,64.06
866,42.6,64.74,1.15,-0.01,-0.04,2.03,0,0,0.78,0,0,0,61.5,7.5,0,1817,4500,,0.026666667,0.02622268,42.6,,,,,-26.64,64.74
867,43.8,65.5,1.15,-0.01,-0.05,2.07,0,0,0.8,0,0,0,62,8,0,1817,4502,,0.026666667,0.026536082,43.8,,,,,-25.88,65.5
868,45.4,66.26,1.16,-0.01,-0.05,2.08,0,0,0.82,0,0,0,63,8.5,0,1817,4503,,0.02691358,0.026845361,45.4,,,,,-25.12,66.26
869,46.8,67.03,1.26,-0.01,-0.04,2.15,0,0,0.84,0,0,0,63,8,0,1817,4504,,0.027160494,0.027121649,46.8,,,,,-24.35,67.03
870,47.6,67.91,1.29,0,-0.04,2.19,0,0,0.84,0,0,0,64.5,8,0,1817,4505,,0.027901235,0.027472165,47.6,,,,,-23.47,67.91
871,48.2,68.67,1.26,-0.01,-0.05,2.22,0,0,0.86,0,0,0,65,8.5,0,1817,4507,,0.027901235,0.027797938,48.2,,,,,-22.71,68.67
872,50.6,69.52,1.26,-0.02,-0.05,2.26,0,0,0.87,0,0,0,65.5,8.5,0,1817,4508,,0.028148148,0.028148454,50.6,,,,,-21.86,69.52
873,50.8,70.29,1.25,-0.01,-0.05,2.3,0,0,0.9,0,0,0,66.5,9,0,1817,4509,,0.028395062,0.028470103,50.8,,,,,-21.09,70.29
874,53,71.06,1.25,-0.01,-0.05,2.33,0,0,0.91,0,0,0,68,9,0,1817,4511,,0.029135802,0.028787629,53,,,,,-20.32,71.06
875,53.8,71.83,1.26,0,-0.04,2.38,0,0,0.93,0,0,0,68.5,9,0,1817,4512,,0.029382716,0.029101031,53.8,,,,,-19.55,71.83
876,54.8,72.6,1.26,-0.01,-0.04,2.42,0,0,0.94,0,0,0,69,9,0,1817,4513,,0.02962963,0.029418557,54.8,,,,,-18.78,72.6
877,57,73.37,1.29,0.01,-0.04,2.48,0,0,0.95,0,0,0,69,9,0,1817,4514,,0.02962963,0.029723711,57,,,,,-18.01,73.37
878,57.2,74.13,1.3,0.01,-0.03,2.5,0,0,0.97,0,0,0,70.5,9,0,1817,4516,,0.03037037,0.03003299,57.2,,,,,-17.25,74.13
879,59.8,75.02,1.29,0.01,-0.03,2.55,0,0,0.99,0,0,0,70,9.5,0,1817,4517,,0.029876543,0.030404124,59.8,,,,,-16.36,75.02
880,59.2,75.86,1.29,0.01,-0.05,2.59,0,0,1,0,0,0,72,9,0,1817,4518,,0.031111111,0.030750515,59.2,,,,,-15.52,75.86
881,61.8,76.62,1.29,0,-0.04,2.63,0,0,1.02,0,0,0,73,9.5,0,1817,4520,,0.031358025,0.031063918,61.8,,,,,-14.76,76.62
882,62.4,77.39,1.29,0,-0.04,2.67,0,0,1.04,0,0,0,73.5,9.5,0,1817,4521,,0.031604938,0.031381443,62.4,,,,,-13.99,77.39
883,63.2,78.15,1.39,0.01,-0.04,2.69,0,0,1.05,0,0,0,74.5,10,0,1817,4522,,0.031851852,0.031653608,63.2,,,,,-13.23,78.15
884,65.6,78.94,1.39,0,-0.04,2.73,0,0,1.07,0,0,0,74.5,9,0,1817,4523,,0.032345679,0.031979381,65.6,,,,,-12.44,78.94
885,66.4,79.76,1.38,0,-0.03,2.76,0,0,1.08,0,0,0,76,9.5,0,1817,4525,,0.032839506,0.032321649,66.4,,,,,-11.62,79.76
886,67,80.5,1.39,0.01,-0.03,2.81,0,0,1.09,0,0,0,76.5,10,0,1817,4526,,0.032839506,0.03262268,67,,,,,-10.88,80.5
887,69,81.22,1.39,0,-0.04,2.86,0,0,1.1,0,0,0,77,9.5,0,1817,4527,,0.033333333,0.032919588,69,,,,,-10.16,81.22
888,69.6,81.99,1.39,0,-0.03,2.88,0,0,1.13,0,0,0,77.5,9.5,0,1817,4528,,0.033580247,0.033237113,69.6,,,,,-9.39,81.99
889,71.4,82.76,1.39,0,-0.04,2.93,0,0,1.15,0,0,0,78.5,9.5,0,1817,4530,,0.034074074,0.033554639,71.4,,,,,-8.62,82.76
890,72.8,83.53,1.39,0,-0.03,2.98,0,0,1.16,0,0,0,79.5,9.5,0,1817,4531,,0.034567901,0.033872165,72.8,,,,,-7.85,83.53
891,74,84.29,1.39,0,-0.03,3.02,0,0,1.17,0,0,0,80.5,10.5,0,1817,4532,,0.034567901,0.034185567,74,,,,,-7.09,84.29
892,74.8,85.15,1.39,0,-0.04,3.06,0,0,1.19,0,0,0,81,10.5,0,1817,4533,,0.034814815,0.034540206,74.8,,,,,-6.23,85.15
893,76.4,85.91,1.39,0.01,-0.04,3.09,0,0,1.2,0,0,0,81.5,11,0,1817,4535,,0.034814815,0.034853608,76.4,,,,,-5.47,85.91
894,77,86.78,1.39,0,-0.04,3.15,0,0,1.21,0,0,0,83,11,0,1817,4536,,0.035555556,0.035212371,77,,,,,-4.6,86.78
895,77.8,87.55,1.38,0,-0.02,3.18,0,0,1.23,0,0,0,83.5,10.5,0,1817,4537,,0.036049383,0.035534021,77.8,,,,,-3.83,87.55
896,79.6,88.32,1.43,0,-0.03,3.22,0,0,1.26,0,0,0,84,11,0,1817,4539,,0.036049383,0.035830928,79.6,,,,,-3.06,88.32
897,81.8,89.03,1.5,0,-0.03,3.24,0,0,1.27,0,0,0,85,11,0,1817,4540,,0.03654321,0.036094845,81.8,,,,,-2.35,89.03
898,83.8,89.85,1.48,0,-0.03,3.3,0,0,1.28,0,0,0,85.5,11.5,0,1817,4541,,0.03654321,0.036441237,83.8,,,,,-1.53,89.85
899,83.4,90.52,1.48,0.01,-0.03,3.33,0,0,1.3,0,0,0,86.5,11,0,1817,4542,,0.037283951,0.036717526,83.4,,,,,-0.86,90.52
900,85.4,91.29,1.51,0.02,-0.02,3.37,0,0,1.31,0,0,0,87.5,11.5,0,1817,4544,,0.037530864,0.03702268,85.4,,,,,-0.09,91.29
901,86.6,92.07,1.51,0.01,-0.02,3.41,0,0,1.32,0,0,0,87.5,11.5,0,1817,4545,,0.037530864,0.03734433,86.6,,,,,0.69,92.07
902,87.2,92.9,1.53,0.03,-0.02,3.46,0,0,1.34,0,0,0,88.5,11.5,0,1817,4546,,0.038024691,0.037678351,87.2,,,,,1.52,92.9
903,89,93.67,1.57,0.01,-0.02,3.49,0,0,1.36,0,0,0,89,11.5,0,1817,4547,,0.038271605,0.037979381,89,,,,,2.29,93.67
904,90.6,94.43,1.64,0.01,-0.01,3.53,0,0,1.38,0,0,0,90.5,11.5,0,1817,4549,,0.039012346,0.038263918,90.6,,,,,3.05,94.43
905,92.2,95.15,1.64,0.02,0.01,3.57,0,0,1.39,0,0,0,90.5,12,0,1817,4550,,0.038765432,0.038560825,92.2,,,,,3.77,95.15
906,92.6,95.96,1.65,0.02,-0.01,3.61,0,0,1.41,0,0,0,92,12,0,1817,4551,,0.039506173,0.038890722,92.6,,,,,4.58,95.96
907,94.4,96.65,1.65,0.02,-0.01,3.65,0,0,1.43,0,0,0,92.5,12,0,1817,4552,,0.039753086,0.039175258,94.4,,,,,5.27,96.65
908,96,97.42,1.64,0.02,0.02,3.69,0,0,1.44,0,0,0,93,13,0,1817,4554,,0.039506173,0.039496907,96,,,,,6.04,97.42
909,98.8,98.19,1.74,0.02,-0.01,3.73,0,0,1.45,0,0,0,94,12,0,1817,4555,,0.040493827,0.039773196,98.8,,,,,6.81,98.19
910,97.6,98.96,1.74,0.02,0,3.75,0,0,1.46,0,0,0,94.5,12,0,1817,4556,,0.040740741,0.040090722,97.6,,,,,7.58,98.96
911,99,99.64,1.75,0.01,-0.01,3.8,0,0,1.47,0,0,0,95.5,12.5,0,1817,4557,,0.040987654,0.04036701,99,,,,,8.26,99.64
912,100.4,100.4,1.76,0.02,-0.01,3.84,0,0,1.48,0,0,0,96.5,12.5,0,1817,4558,,0.041481481,0.040676289,100.4,,,,,9.02,100.4
913,103.4,101.17,1.74,0.01,-0.01,3.87,0,0,1.51,0,0,0,96.5,13,0,1817,4600,,0.041234568,0.041002062,103.4,,,,,9.79,101.17
914,103.8,101.94,1.75,0.02,-0.01,3.91,0,0,1.53,0,0,0,97,13,0,1817,4601,,0.041481481,0.041315464,103.8,,,,,10.56,101.94
915,104.2,102.7,1.84,0.02,0.02,3.95,0,0,1.54,0,0,0,98.5,13,0,1817,4602,,0.042222222,0.041591753,104.2,,,,,11.32,102.7
916,106.4,103.48,1.85,0.03,-0.01,3.99,0,0,1.55,0,0,0,99,13,0,1817,4603,,0.042469136,0.041909278,106.4,,,,,12.1,103.48
917,106.8,104.16,1.84,0.02,-0.01,4.04,0,0,1.57,0,0,0,100,13,0,1817,4605,,0.042962963,0.042193814,106.8,,,,,12.78,104.16
918,107.8,105.02,1.82,0.02,-0.02,4.08,0,0,1.58,0,0,0,100.5,14,0,1817,4606,,0.042716049,0.042556701,107.8,,,,,13.64,105.02
919,109.4,105.79,1.83,0.02,-0.01,4.11,0,0,1.59,0,0,0,101.5,14,0,1817,4607,,0.043209877,0.042870103,109.4,,,,,14.41,105.79
920,111.2,106.65,1.93,0.01,-0.03,4.15,0,0,1.6,0,0,0,102,13.5,0,1817,4609,,0.043703704,0.043183505,111.2,,,,,15.27,106.65
921,112.8,107.32,1.93,0.01,-0.03,4.18,0,0,1.62,0,0,0,103.5,14,0,1817,4610,,0.044197531,0.043459794,112.8,,,,,15.94,107.32
922,114.2,108.15,1.94,0.01,-0.02,4.22,0,0,1.66,0,0,0,103.5,14,0,1817,4611,,0.044197531,0.043797938,114.2,,,,,16.77,108.15
923,115,108.86,1.94,0.01,-0.02,4.26,0,0,1.67,0,0,0,104,13.5,0,1817,4612,,0.044691358,0.044090722,115,,,,,17.48,108.86
924,117,109.63,1.95,0.02,0.01,4.32,0,0,1.67,0,0,0,106,15,0,1817,4614,,0.044938272,0.044404124,117,,,,,18.25,109.63
925,117.8,110.4,1.95,0.02,-0.01,4.34,0,0,1.69,0,0,0,105.5,14,0,1817,4615,,0.045185185,0.044721649,117.8,,,,,19.02,110.4
926,118.6,111.16,2.05,0.02,-0.02,4.38,0,0,1.7,0,0,0,107,14,0,1817,4616,,0.045925926,0.044993814,118.6,,,,,19.78,111.16
927,122.2,111.93,2.04,0.01,-0.03,4.42,0,0,1.72,0,0,0,107.5,14.5,0,1817,4618,,0.045925926,0.045315464,122.2,,,,,20.55,111.93
928,123,112.71,2.06,0.01,-0.02,4.46,0,0,1.73,0,0,0,108.5,14.5,0,1817,4619,,0.046419753,0.045628866,123,,,,,21.33,112.71
929,122.2,113.48,2.06,0.01,-0.02,4.5,0,0,1.74,0,0,0,109,15,0,1817,4620,,0.046419753,0.045946392,122.2,,,,,22.1,113.48
930,124.6,114.25,2.04,0.02,-0.02,4.54,0,0,1.76,0,0,0,109.5,14.5,0,1817,4621,,0.04691358,0.046272165,124.6,,,,,22.87,114.25
931,125.6,115.02,2.16,0.01,-0.04,4.57,0,0,1.79,0,0,0,111,15,0,1817,4623,,0.047407407,0.046540206,125.6,,,,,23.64,115.02
932,127.2,115.79,2.17,0.02,-0.02,4.6,0,0,1.81,0,0,0,111.5,15,0,1817,4624,,0.047654321,0.046853608,127.2,,,,,24.41,115.79
933,128.6,116.56,2.16,0.02,-0.02,4.64,0,0,1.82,0,0,0,112,15,0,1817,4625,,0.047901235,0.047175258,128.6,,,,,25.18,116.56
934,130.2,117.34,2.15,0.01,-0.03,4.69,0,0,1.82,0,0,0,113,15,0,1817,4626,,0.048395062,0.047501031,130.2,,,,,25.96,117.34
935,132,118.11,2.15,0.01,-0.02,4.72,0,0,1.84,0,0,0,113.5,14.5,0,1817,4628,,0.048888889,0.047818557,132,,,,,26.73,118.11
936,132.8,118.88,2.17,0,-0.04,4.78,0,0,1.85,0,0,0,114.5,15.5,0,1817,4629,,0.048888889,0.048127835,132.8,,,,,27.5,118.88
937,135.2,119.65,2.25,0.01,-0.03,4.79,0,0,1.87,0,0,0,115,16,0,1817,4630,,0.048888889,0.048412371,135.2,,,,,28.27,119.65
938,135.2,120.42,2.26,0.02,-0.02,4.85,0,0,1.89,0,0,0,115.5,16,0,1817,4632,,0.049135802,0.048725773,135.2,,,,,29.04,120.42
939,137,121.19,2.25,0.01,-0.03,4.88,0,0,1.89,0,0,0,116.5,15.5,0,1817,4633,,0.049876543,0.049047423,137,,,,,29.81,121.19
940,138.2,121.96,2.26,0.02,-0.03,4.92,0,0,1.93,0,0,0,117,15.5,0,1817,4634,,0.050123457,0.049360825,138.2,,,,,30.58,121.96
941,140.4,122.73,2.26,0.01,-0.03,4.95,0,0,1.94,0,0,0,118.5,16.5,0,1817,4635,,0.05037037,0.049678351,140.4,,,,,31.35,122.73
942,141.2,123.6,2.35,0,-0.05,4.99,0,0,1.95,0,0,0,119,16,0,1817,4637,,0.050864198,0.05,141.2,,,,,32.22,123.6
943,143.4,124.38,2.36,0.01,-0.05,5.03,0,0,1.97,0,0,0,119.5,16,0,1817,4638,,0.051111111,0.050317526,143.4,,,,,33,124.38
944,143.8,125.06,2.36,0.02,-0.03,5.07,0,0,1.99,0,0,0,120.5,16,0,1817,4639,,0.051604938,0.050597938,143.8,,,,,33.68,125.06
945,144.8,125.74,2.36,0.02,-0.03,5.11,0,0,1.99,0,0,0,121,16,0,1817,4640,,0.051851852,0.050878351,144.8,,,,,34.36,125.74
946,146,126.51,2.37,0.01,-0.04,5.14,0,0,2,0,0,0,121.5,16.5,0,1817,4642,,0.051851852,0.051191753,146,,,,,35.13,126.51
947,148,127.17,2.36,0,-0.03,5.18,0,0,2.01,0,0,0,123,16.5,0,1817,4643,,0.052592593,0.051468041,148,,,,,35.79,127.17
